Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,bottle_id,Bytes,Center Name,Collection_date,Consent,cruise_id,cruise_station,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,geotraces_section,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Depth,Isolation_source,Biller_et_al.,_2018_metagenome_NCBI_BioProject,Biller_et_al.,_2018_metagenome_NCBI_BioSample,Biller_et_al.,_2018_metagenome_NCBI_SRA_Accession,Biller_et_al.,_2018_metagenome_NCBI_SRA_Study,Biller_et_al.,_2018_metagenome_Sample_Name,Biller_et_al.,_2018_metagenome_Total_read_pairs,Cruise_series,Depth_(m),sequencing_location,sequencing_read_depth,Sequencing_Technology
SRR5788192,WGS,300,8086671900,PRJNA385854,SAMN07136518,"MIMS.me,MIGS/MIMS/MIMARKS.water",634616,4168791238,MIT,2010-06-28,public,PE321,35,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974540,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,9.5462 N 50.4686 W,S0039,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0039,SRP110813,9m,,,,,,,,,,,,
SRR5788194,WGS,300,8735235300,PRJNA385854,SAMN07136520,"MIMS.me,MIGS/MIMS/MIMARKS.water",634604,4414635157,MIT,2010-06-28,public,PE321,35,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974538,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,9.5462 N 50.4686 W,S0041,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0041,SRP110813,100m,,,,,,,,,,,,
SRR5788196,WGS,300,7900586100,PRJNA385854,SAMN07136514,"MIMS.me,MIGS/MIMS/MIMARKS.water",636578,4068914225,MIT,2010-06-26,public,PE321,33,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",ocean_biome,ocean,water,SRX2974536,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,13.1623 N 53.4215 W,S0034,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0034,SRP110813,75m,,,,,,,,,,,,
SRR5788202,WGS,300,7854159000,PRJNA385854,SAMN07136952,"MIMS.me,MIGS/MIMS/MIMARKS.water",237887,3276208851,MIT,2010-11-12,public,D357,3 reoccupied,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974530,uncalculated,uncalculated,Atlantic Ocean,GA10,NextSeq 550,36.4495 S 13.21958 E,S0490,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0490,SRP110813,21.1m,,,,,,,,,,,,
SRR5788205,WGS,300,8227996200,PRJNA385854,SAMN07136944,"MIMS.me,MIGS/MIMS/MIMARKS.water",237733,3424389463,MIT,2010-10-29,public,D357,6,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974527,uncalculated,uncalculated,Atlantic Ocean,GA10,NextSeq 550,40.01935 S 0.88755 E,S0482,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0482,SRP110813,101.9m,,,,,,,,,,,,
SRR5788214,WGS,300,10536426000,PRJNA385854,SAMN07136555,"MIMS.me,MIGS/MIMS/MIMARKS.water",846251,4617331237,MIT,2011-12-03,public,KN204,20,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",ocean_biome,ocean,water,SRX2974518,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,22.33305 N 35.86703 W,S0077,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0077,SRP110813,234.1m,,,,,,,,,,,,
SRR5788224,WGS,300,10163172000,PRJNA385854,SAMN07136560,"MIMS.me,MIGS/MIMS/MIMARKS.water",844712,4474793104,MIT,2011-11-19,public,KN204,10,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974508,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,31.75351 N 64.17499 W,S0082,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0082,SRP110813,41.8m,,,,,,,,,,,,
SRR5788227,WGS,300,6176886600,PRJNA385854,SAMN07136601,"MIMS.me,MIGS/MIMS/MIMARKS.water",844352,2748542500,MIT,2011-11-12,public,KN204,4,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974505,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,38.32433 N 68.87553 W,S0125,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0125,SRP110813,111.1m,,,,,,,,,,,,
SRR5788237,WGS,300,9281589300,PRJNA385854,SAMN07136486,"MIMS.me,MIGS/MIMS/MIMARKS.water",631385,5041659512,MIT,2010-05-10,public,PE319,10,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974495,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,49.7225 N 42.4467 W,S0004,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0004,SRP110813,101m,,,,,,,,,,,,
SRR5788241,WGS,300,6663366000,PRJNA385854,SAMN07136897,"MIMS.me,MIGS/MIMS/MIMARKS.water",1153802,2770636663,MIT,2011-06-11,public,TAN1109,GT3,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974491,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.49367 S 169.99517 W,S0435,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0435,SRP110813,103m,,,,,,,,,,,,
SRR5788243,WGS,300,4643831400,PRJNA385854,SAMN07136899,"MIMS.me,MIGS/MIMS/MIMARKS.water",1153967,1936063786,MIT,2011-06-11,public,TAN1109,GT3,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974489,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.4875 S 169.991 W,S0437,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0437,SRP110813,1012m,,,,,,,,,,,,
SRR5788244,WGS,300,3597291000,PRJNA385854,SAMN07136900,"MIMS.me,MIGS/MIMS/MIMARKS.water",1153916,1501138228,MIT,2011-06-11,public,TAN1109,GT3,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974488,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.4875 S 169.991 W,S0438,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0438,SRP110813,4580 m,seawater,,,,,,,,,,,
SRR5788269,WGS,300,7528186500,PRJNA385854,SAMN07136759,"MIGS/MIMS/MIMARKS.water,MIMS.me",SS2011Station22Cast24Niskin14,3171466293,MIT,2011-05-24,public,SS2011,22,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974463,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,30 S 174 E,S0292,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0292,SRP110813,30m,,,,,,,,,,,,
SRR5788272,WGS,300,4131819900,PRJNA385854,SAMN07136788,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station38Cast37Niskin8,1690111349,MIT,2011-05-31,public,SS2011,38,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",ocean_biome,ocean,water,SRX2974460,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.5 S 170 W,S0321,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0321,SRP110813,1000m,,,,,,,,,,,,
SRR5788279,WGS,300,3968898900,PRJNA385854,SAMN07136791,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station36Cast39Niskin11,1642974756,MIT,2011-06-01,public,SS2011,36,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974453,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.5 S 172 W,S0324,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0324,SRP110813,50m,,,,,,,,,,,,
SRR5788284,WGS,300,5320977600,PRJNA385854,SAMN07136633,"MIMS.me,MIGS/MIMS/MIMARKS.water",631535,2317935629,MIT,2010-05-11,public,PE319,11,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974448,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,47.8007 N 39.399 W,S0158,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0158,SRP110813,50m,,,,,,,,,,,,
SRR5788285,WGS,300,6053823300,PRJNA385854,SAMN07136636,"MIMS.me,MIGS/MIMS/MIMARKS.water",631526,2685347558,MIT,2010-05-11,public,PE319,11,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974447,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,47.8007 N 39.399 W,S0161,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0161,SRP110813,152m,,,,,,,,,,,,
SRR5788296,WGS,300,5046700800,PRJNA385854,SAMN07136873,"MIMS.me,MIGS/MIMS/MIMARKS.water",1156883,2075998518,MIT,2011-06-21,public,TAN1109,GT22,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974436,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.49567 S 151.00067 W,S0411,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0411,SRP110813,15m,,,,,,,,,,,,
SRR5788301,WGS,300,7812493800,PRJNA385854,SAMN07136753,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station32Cast35Niskin13,3310618707,MIT,2011-05-29,public,SS2011,32,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974431,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.5 S 176 W,S0286,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0286,SRP110813,75m,,,,,,,,,,,,
SRR5788303,WGS,300,11194881600,PRJNA385854,SAMN07136934,"MIMS.me,MIGS/MIMS/MIMARKS.water",237545,4810452408,MIT,2010-10-27,public,D357,5,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974429,uncalculated,uncalculated,Atlantic Ocean,GA10,NextSeq 550,40.06269 S 5.52721 E,S0472,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0472,SRP110813,21.6m,,,,,,,,,,,,
SRR5788308,WGS,300,4532457300,PRJNA385854,SAMN07136939,"MIGS/MIMS/MIMARKS.water,MIMS.me",237745,1980123437,MIT,2010-10-29,public,D357,6,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974424,uncalculated,uncalculated,Atlantic Ocean,GA10,NextSeq 550,40.01935 S 0.88755 E,S0477,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0477,SRP110813,6m,,,,,,,,,,,,
SRR5788310,WGS,300,6760717500,PRJNA385854,SAMN07136941,"MIMS.me,MIGS/MIMS/MIMARKS.water",237741,2876081179,MIT,2010-10-29,public,D357,6,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974422,uncalculated,uncalculated,Atlantic Ocean,GA10,NextSeq 550,40.01935 S 0.88755 E,S0479,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0479,SRP110813,50.9m,,,,,,,,,,,,
SRR5788311,WGS,300,5592825900,PRJNA385854,SAMN07136942,"MIMS.me,MIGS/MIMS/MIMARKS.water",237739,2363562032,MIT,2010-10-29,public,D357,6,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",ocean_biome,ocean,water,SRX2974421,uncalculated,uncalculated,Atlantic Ocean,GA10,NextSeq 550,40.01935 S 0.88755 E,S0480,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0480,SRP110813,61.4m,,,,,,,,,,,,
SRR5788329,WGS,300,6251027100,PRJNA385854,SAMN07136825,"MIMS.me,MIGS/MIMS/MIMARKS.water",1156412,2538918621,MIT,2011-06-19,public,TAN1109,GT19,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974883,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.49483 S 154.00417 W,S0362,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0362,SRP110813,5095 m,seawater,,,,,,,,,,,
SRR5788336,WGS,300,8362758600,PRJNA385854,SAMN07136705,"MIMS.me,MIGS/MIMS/MIMARKS.water",853052,3577291665,MIT,2010-10-24,public,KN199-4,7,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974876,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,24 N 22.0001 W,S0237,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0237,SRP110813,2m,,,,,,,,,,,,
SRR5788337,WGS,300,6005933100,PRJNA385854,SAMN07136704,"MIMS.me,MIGS/MIMS/MIMARKS.water",841904,2592867664,MIT,2010-10-24,public,KN199-4,7,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974875,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,24.00011 N 22.00011 W,S0236,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0236,SRP110813,349m,,,,,,,,,,,,
SRR5788341,WGS,300,12374174100,PRJNA385854,SAMN07136708,"MIMS.me,MIGS/MIMS/MIMARKS.water",842075,5327040863,MIT,2010-10-30,public,KN199-4,10,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974871,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,17.35162 N 20.81672 W,S0240,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0240,SRP110813,101m,,,,,,,,,,,,
SRR5788369,WGS,300,7833915000,PRJNA385854,SAMN07136505,"MIMS.me,MIGS/MIMS/MIMARKS.water",632444,4013676104,MIT,2010-05-18,public,PE319,15,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974843,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,37.5673 N 50.6855 W,S0025,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0025,SRP110813,151m,,,,,,,,,,,,
SRR5788378,WGS,300,6550755600,PRJNA385854,SAMN07136646,"MIMS.me,MIGS/MIMS/MIMARKS.water",634355,2883834496,MIT,2010-06-16,public,PE321,23,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974834,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,28.0905 N 67.5015 W,S0171,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0171,SRP110813,150m,,,,,,,,,,,,
SRR5788380,WGS,300,14623102500,PRJNA385854,SAMN07136648,"MIMS.me,MIGS/MIMS/MIMARKS.water",637412,6373117239,MIT,2011-03-13,public,JC057,8,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974832,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,35.0093 S 39.431 W,S0177,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0177,SRP110813,49m,,,,,,,,,,,,
SRR5788382,WGS,300,8187480000,PRJNA385854,SAMN07136650,"MIMS.me,MIGS/MIMS/MIMARKS.water",639548,3679602425,MIT,2011-03-14,public,JC057,9,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974830,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,32.092 S 37.4563 W,S0179,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0179,SRP110813,10m,,,,,,,,,,,,
SRR5788390,WGS,300,5120705100,PRJNA385854,SAMN07136884,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station29Cast32Niskin11,2136745388,MIT,2011-05-27,public,SS2011,29,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974822,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.5 S 179.303 W,S0422,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0422,SRP110813,50m,,,,,,,,,,,,
SRR5788391,WGS,300,7398842700,PRJNA385854,SAMN07136883,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station29Cast32Niskin13,2947959682,MIT,2011-05-27,public,SS2011,29,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974821,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.5 S 179.303 W,S0421,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0421,SRP110813,30m,,,,,,,,,,,,
SRR5788394,WGS,300,6622864500,PRJNA385854,SAMN07136888,"MIMS.me,MIGS/MIMS/MIMARKS.water",1153688,2741461450,MIT,2011-06-10,public,TAN1109,GT2,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974818,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.49667 S 170.99533 W,S0426,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0426,SRP110813,16m,,,,,,,,,,,,
SRR5788398,WGS,300,5506223400,PRJNA385854,SAMN07136748,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station19Cast21Niskin9,2335338469,MIT,2011-05-23,public,SS2011,19,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974814,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,30 S 170.877 E,S0281,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0281,SRP110813,75m,,,,,,,,,,,,
SRR5788411,WGS,300,8717205600,PRJNA385854,SAMN07136576,"MIMS.me,MIGS/MIMS/MIMARKS.water",846713,4237069918,MIT,2011-12-10,public,KN204,24,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974801,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,17.39998 N 24.50003 W,S0098,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0098,SRP110813,48.1m,,,,,,,,,,,,
SRR5788420,WGS,300,8073192300,PRJNA385854,SAMN07136799,"MIMS.me,MIGS/MIMS/MIMARKS.water",1152779,3389344519,MIT,2011-06-14,public,TAN1109,GT8,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974792,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.515 S 164.98117 W,S0336,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0336,SRP110813,5100 m,seawater,,,,,,,,,,,
SRR5788423,WGS,300,7425380400,PRJNA385854,SAMN07136802,"MIMS.me,MIGS/MIMS/MIMARKS.water",1152881,2813371923,MIT,2011-06-14,public,TAN1109,GT9,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974789,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.50433 S 163.98967 W,S0339,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0339,SRP110813,51m,,,,,,,,,,,,
SRR5788437,WGS,300,2546680800,PRJNA385854,SAMN07136932,"MIMS.me,MIGS/MIMS/MIMARKS.water",237491,1097571186,MIT,2010-10-26,public,D357,4,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974775,uncalculated,uncalculated,Atlantic Ocean,GA10,NextSeq 550,38.42539 S 10.08884 E,S0470,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0470,SRP110813,101.9m,,,,,,,,,,,,
SRR5788438,WGS,300,1388629800,PRJNA385854,SAMN07136931,"MIMS.me,MIGS/MIMS/MIMARKS.water",237494,601795592,MIT,2010-10-26,public,D357,4,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974774,uncalculated,uncalculated,Atlantic Ocean,GA10,NextSeq 550,38.42539 S 10.08884 E,S0469,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0469,SRP110813,62m,,,,,,,,,,,,
SRR5788441,WGS,300,1222023900,PRJNA385854,SAMN07136928,"MIMS.me,MIGS/MIMS/MIMARKS.water",237498,535770732,MIT,2010-10-26,public,D357,4,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",ocean_biome,ocean,water,SRX2974771,uncalculated,uncalculated,Atlantic Ocean,GA10,NextSeq 550,38.42539 S 10.08884 E,S0466,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0466,SRP110813,21.4m,,,,,,,,,,,,
SRR5788444,WGS,300,909147900,PRJNA385854,SAMN07136925,"MIMS.me,MIGS/MIMS/MIMARKS.water",237697,395097896,MIT,2010-10-23,public,D357,3,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974768,uncalculated,uncalculated,Atlantic Ocean,GA10,NextSeq 550,36.48458 S 13.276 E,S0463,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0463,SRP110813,81.5m,,,,,,,,,,,,
SRR5788464,WGS,300,5802056100,PRJNA385854,SAMN07136702,"MIMS.me,MIGS/MIMS/MIMARKS.water",841898,2502938142,MIT,2010-10-24,public,KN199-4,7,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974748,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,24.00011 N 22.00011 W,S0234,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0234,SRP110813,151.8m,,,,,,,,,,,,
SRR5788468,WGS,300,7125124500,PRJNA385854,SAMN07136698,"MIMS.me,MIGS/MIMS/MIMARKS.water",637418,3111304025,MIT,2011-03-13,public,JC057,8,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974744,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,35.0093 S 39.431 W,S0229,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0229,SRP110813,11m,,,,,,,,,,,,
SRR5788066,WGS,300,5477977800,PRJNA385854,SAMN07136544,"MIMS.me,MIGS/MIMS/MIMARKS.water",845306,2306300063,MIT,2011-11-10,public,KN204,3,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974666,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,38.65497 N 69.13131 W,S0066,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0066,SRP110813,86.4m,,,,,,,,,,,,
SRR5788079,WGS,300,8233706100,PRJNA385854,SAMN07136957,"MIMS.me,MIGS/MIMS/MIMARKS.water",237937,3373757611,MIT,2010-11-15,public,D357,11,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974653,uncalculated,uncalculated,Atlantic Ocean,GA10,NextSeq 550,39.25553 S 7.72506 E,S0495,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0495,SRP110813,6.1m,,,,,,,,,,,,
SRR5788080,WGS,300,8190403800,PRJNA385854,SAMN07136958,"MIMS.me,MIGS/MIMS/MIMARKS.water",237936,3428442989,MIT,2010-11-15,public,D357,11,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974652,uncalculated,uncalculated,Atlantic Ocean,GA10,NextSeq 550,39.25553 S 7.72506 E,S0496,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0496,SRP110813,21.4m,,,,,,,,,,,,
SRR5788201,WGS,300,6018590700,PRJNA385854,SAMN07136521,"MIMS.me,MIGS/MIMS/MIMARKS.water",634601,3051873952,MIT,2010-06-28,public,PE321,35,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974531,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,9.5462 N 50.4686 W,S0042,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0042,SRP110813,151m,,,,,,,,,,,,
